rand	0.8.6	MIT OR Apache-2.0	https://github.com/rust-random/rand	registry+https://github.com/rust-lang/crates.io-index
rand	0.9.4	MIT OR Apache-2.0	https://github.com/rust-random/rand	registry+https://github.com/rust-lang/crates.io-index
rand_chacha	0.3.1	MIT OR Apache-2.0	https://github.com/rust-random/rand	registry+https://github.com/rust-lang/crates.io-index
rand_chacha	0.9.0	MIT OR Apache-2.0	https://github.com/rust-random/rand	registry+https://github.com/rust-lang/crates.io-index
rand_core	0.6.4	MIT OR Apache-2.0	https://github.com/rust-random/rand	registry+https://github.com/rust-lang/crates.io-index
rand_core	0.9.5	MIT OR Apache-2.0	https://github.com/rust-random/rand	registry+https://github.com/rust-lang/crates.io-index
rawpointer	0.2.1	MIT/Apache-2.0	https://github.com/bluss/rawpointer/	registry+https://github.com/rust-lang/crates.io-index
rayon	1.12.0	MIT OR Apache-2.0	https://github.com/rayon-rs/rayon	registry+https://github.com/rust-lang/crates.io-index
rayon-core	1.13.0	MIT OR Apache-2.0	https://github.com/rayon-rs/rayon	registry+https://github.com/rust-lang/crates.io-index
rcgen	0.14.7	MIT OR Apache-2.0	https://github.com/rustls/rcgen	registry+https://github.com/rust-lang/crates.io-index
redox_syscall	0.5.18	MIT	https://gitlab.redox-os.org/redox-os/syscall	registry+https://github.com/rust-lang/crates.io-index
redox_users	0.5.2	MIT	https://gitlab.redox-os.org/redox-os/users	registry+https://github.com/rust-lang/crates.io-index
regex	1.12.3	MIT OR Apache-2.0	https://github.com/rust-lang/regex	registry+https://github.com/rust-lang/crates.io-index
regex-automata	0.4.14	MIT OR Apache-2.0	https://github.com/rust-lang/regex	registry+https://github.com/rust-lang/crates.io-index
regex-syntax	0.8.10	MIT OR Apache-2.0	https://github.com/rust-lang/regex	registry+https://github.com/rust-lang/crates.io-index
reqwest	0.12.28	MIT OR Apache-2.0	https://github.com/seanmonstar/reqwest	registry+https://github.com/rust-lang/crates.io-index
ring	0.17.14	Apache-2.0 AND ISC	https://github.com/briansmith/ring	registry+https://github.com/rust-lang/crates.io-index
rusqlite	0.31.0	MIT	https://github.com/rusqlite/rusqlite	registry+https://github.com/rust-lang/crates.io-index
rustc-hash	1.1.0	Apache-2.0/MIT	https://github.com/rust-lang-nursery/rustc-hash	registry+https://github.com/rust-lang/crates.io-index
rustc-hash	2.1.2	Apache-2.0 OR MIT	https://github.com/rust-lang/rustc-hash	registry+https://github.com/rust-lang/crates.io-index
rusticata-macros	4.1.0	MIT/Apache-2.0	https://github.com/rusticata/rusticata-macros.git	registry+https://github.com/rust-lang/crates.io-index
rustix	1.1.4	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	https://github.com/bytecodealliance/rustix	registry+https://github.com/rust-lang/crates.io-index
rustls	0.23.39	Apache-2.0 OR ISC OR MIT	https://github.com/rustls/rustls	registry+https://github.com/rust-lang/crates.io-index
rustls-pemfile	2.2.0	Apache-2.0 OR ISC OR MIT	https://github.com/rustls/pemfile	registry+https://github.com/rust-lang/crates.io-index
rustls-pki-types	1.14.1	MIT OR Apache-2.0	https://github.com/rustls/pki-types	registry+https://github.com/rust-lang/crates.io-index
rustls-webpki	0.103.13	ISC	https://github.com/rustls/webpki	registry+https://github.com/rust-lang/crates.io-index
rustversion	1.0.22	MIT OR Apache-2.0	https://github.com/dtolnay/rustversion	registry+https://github.com/rust-lang/crates.io-index
ryu	1.0.23	Apache-2.0 OR BSL-1.0	https://github.com/dtolnay/ryu	registry+https://github.com/rust-lang/crates.io-index
safetensors	0.3.3	Apache-2.0	https://github.com/huggingface/safetensors	registry+https://github.com/rust-lang/crates.io-index
schannel	0.1.29	MIT	https://github.com/steffengy/schannel-rs	registry+https://github.com/rust-lang/crates.io-index
scopeguard	1.2.0	MIT OR Apache-2.0	https://github.com/bluss/scopeguard	registry+https://github.com/rust-lang/crates.io-index
security-framework	3.7.0	MIT OR Apache-2.0	https://github.com/kornelski/rust-security-framework	registry+https://github.com/rust-lang/crates.io-index
security-framework-sys	2.17.0	MIT OR Apache-2.0	https://github.com/kornelski/rust-security-framework	registry+https://github.com/rust-lang/crates.io-index
serde	1.0.228	MIT OR Apache-2.0	https://github.com/serde-rs/serde	registry+https://github.com/rust-lang/crates.io-index
serde_core	1.0.228	MIT OR Apache-2.0	https://github.com/serde-rs/serde	registry+https://github.com/rust-lang/crates.io-index
serde_derive	1.0.228	MIT OR Apache-2.0	https://github.com/serde-rs/serde	registry+https://github.com/rust-lang/crates.io-index
serde_json	1.0.149	MIT OR Apache-2.0	https://github.com/serde-rs/json	registry+https://github.com/rust-lang/crates.io-index
serde_path_to_error	0.1.20	MIT OR Apache-2.0	https://github.com/dtolnay/path-to-error	registry+https://github.com/rust-lang/crates.io-index
serde_urlencoded	0.7.1	MIT/Apache-2.0	https://github.com/nox/serde_urlencoded	registry+https://github.com/rust-lang/crates.io-index
sha1	0.10.6	MIT OR Apache-2.0	https://github.com/RustCrypto/hashes	registry+https://github.com/rust-lang/crates.io-index
sha2	0.10.9	MIT OR Apache-2.0	https://github.com/RustCrypto/hashes	registry+https://github.com/rust-lang/crates.io-index
shlex	1.3.0	MIT OR Apache-2.0	https://github.com/comex/rust-shlex	registry+https://github.com/rust-lang/crates.io-index
signal-hook-registry	1.4.8	MIT OR Apache-2.0	https://github.com/vorner/signal-hook	registry+https://github.com/rust-lang/crates.io-index
simd-adler32	0.3.9	MIT	https://github.com/mcountryman/simd-adler32	registry+https://github.com/rust-lang/crates.io-index
siphasher	1.0.2	MIT/Apache-2.0	https://github.com/jedisct1/rust-siphash	registry+https://github.com/rust-lang/crates.io-index
slab	0.4.12	MIT	https://github.com/tokio-rs/slab	registry+https://github.com/rust-lang/crates.io-index
smallvec	1.15.1	MIT OR Apache-2.0	https://github.com/servo/rust-smallvec	registry+https://github.com/rust-lang/crates.io-index
socket2	0.6.3	MIT OR Apache-2.0	https://github.com/rust-lang/socket2	registry+https://github.com/rust-lang/crates.io-index
stable_deref_trait	1.2.1	MIT OR Apache-2.0	https://github.com/storyyeller/stable_deref_trait	registry+https://github.com/rust-lang/crates.io-index
strsim	0.11.1	MIT	https://github.com/rapidfuzz/strsim-rs	registry+https://github.com/rust-lang/crates.io-index
strum	0.27.2	MIT	https://github.com/Peternator7/strum	registry+https://github.com/rust-lang/crates.io-index
strum_macros	0.27.2	MIT	https://github.com/Peternator7/strum	registry+https://github.com/rust-lang/crates.io-index
subtle	2.6.1	BSD-3-Clause	https://github.com/dalek-cryptography/subtle	registry+https://github.com/rust-lang/crates.io-index
syn	2.0.117	MIT OR Apache-2.0	https://github.com/dtolnay/syn	registry+https://github.com/rust-lang/crates.io-index
sync_wrapper	1.0.2	Apache-2.0	https://github.com/Actyx/sync_wrapper	registry+https://github.com/rust-lang/crates.io-index
synstructure	0.13.2	MIT	https://github.com/mystor/synstructure	registry+https://github.com/rust-lang/crates.io-index
system-configuration	0.7.0	MIT OR Apache-2.0	https://github.com/mullvad/system-configuration-rs	registry+https://github.com/rust-lang/crates.io-index
system-configuration-sys	0.6.0	MIT OR Apache-2.0	https://github.com/mullvad/system-configuration-rs	registry+https://github.com/rust-lang/crates.io-index
tch	0.24.0	MIT/Apache-2.0	https://github.com/LaurentMazare/tch-rs	registry+https://github.com/rust-lang/crates.io-index
tempfile	3.27.0	MIT OR Apache-2.0	https://github.com/Stebalien/tempfile	registry+https://github.com/rust-lang/crates.io-index
thiserror	1.0.69	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror	registry+https://github.com/rust-lang/crates.io-index
thiserror	2.0.18	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror	registry+https://github.com/rust-lang/crates.io-index
thiserror-impl	1.0.69	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror	registry+https://github.com/rust-lang/crates.io-index
thiserror-impl	2.0.18	MIT OR Apache-2.0	https://github.com/dtolnay/thiserror	registry+https://github.com/rust-lang/crates.io-index
time	0.3.47	MIT OR Apache-2.0	https://github.com/time-rs/time	registry+https://github.com/rust-lang/crates.io-index
time-core	0.1.8	MIT OR Apache-2.0	https://github.com/time-rs/time	registry+https://github.com/rust-lang/crates.io-index
time-macros	0.2.27	MIT OR Apache-2.0	https://github.com/time-rs/time	registry+https://github.com/rust-lang/crates.io-index
tinystr	0.8.3	Unicode-3.0	https://github.com/unicode-org/icu4x	registry+https://github.com/rust-lang/crates.io-index
tinyvec	1.11.0	Zlib OR Apache-2.0 OR MIT	https://github.com/Lokathor/tinyvec	registry+https://github.com/rust-lang/crates.io-index
tinyvec_macros	0.1.1	MIT OR Apache-2.0 OR Zlib	https://github.com/Soveu/tinyvec_macros	registry+https://github.com/rust-lang/crates.io-index
tokio	1.52.1	MIT	https://github.com/tokio-rs/tokio	registry+https://github.com/rust-lang/crates.io-index
tokio-macros	2.7.0	MIT	https://github.com/tokio-rs/tokio	registry+https://github.com/rust-lang/crates.io-index
tokio-native-tls	0.3.1	MIT	https://github.com/tokio-rs/tls	registry+https://github.com/rust-lang/crates.io-index
tokio-rustls	0.26.4	MIT OR Apache-2.0	https://github.com/rustls/tokio-rustls	registry+https://github.com/rust-lang/crates.io-index
tokio-util	0.7.18	MIT	https://github.com/tokio-rs/tokio	registry+https://github.com/rust-lang/crates.io-index
toml_datetime	1.1.1+spec-1.1.0	MIT OR Apache-2.0	https://github.com/toml-rs/toml	registry+https://github.com/rust-lang/crates.io-index
toml_edit	0.25.11+spec-1.1.0	MIT OR Apache-2.0	https://github.com/toml-rs/toml	registry+https://github.com/rust-lang/crates.io-index
toml_parser	1.1.2+spec-1.1.0	MIT OR Apache-2.0	https://github.com/toml-rs/toml	registry+https://github.com/rust-lang/crates.io-index
torch-sys	0.24.0	MIT/Apache-2.0	https://github.com/LaurentMazare/tch-rs	registry+https://github.com/rust-lang/crates.io-index
tower	0.5.3	MIT	https://github.com/tower-rs/tower	registry+https://github.com/rust-lang/crates.io-index
tower-http	0.6.8	MIT	https://github.com/tower-rs/tower-http	registry+https://github.com/rust-lang/crates.io-index
tower-layer	0.3.3	MIT	https://github.com/tower-rs/tower	registry+https://github.com/rust-lang/crates.io-index
tower-service	0.3.3	MIT	https://github.com/tower-rs/tower	registry+https://github.com/rust-lang/crates.io-index
tracing	0.1.44	MIT	https://github.com/tokio-rs/tracing	registry+https://github.com/rust-lang/crates.io-index
tracing-core	0.1.36	MIT	https://github.com/tokio-rs/tracing	registry+https://github.com/rust-lang/crates.io-index
try-lock	0.2.5	MIT	https://github.com/seanmonstar/try-lock	registry+https://github.com/rust-lang/crates.io-index
typenum	1.20.0	MIT OR Apache-2.0	https://github.com/paholg/typenum	registry+https://github.com/rust-lang/crates.io-index
unicode-ident	1.0.24	(MIT OR Apache-2.0) AND Unicode-3.0	https://github.com/dtolnay/unicode-ident	registry+https://github.com/rust-lang/crates.io-index
untrusted	0.9.0	ISC	https://github.com/briansmith/untrusted	registry+https://github.com/rust-lang/crates.io-index
ureq	2.12.1	MIT OR Apache-2.0	https://github.com/algesten/ureq	registry+https://github.com/rust-lang/crates.io-index
url	2.5.8	MIT OR Apache-2.0	https://github.com/servo/rust-url	registry+https://github.com/rust-lang/crates.io-index
utf8_iter	1.0.4	Apache-2.0 OR MIT	https://github.com/hsivonen/utf8_iter	registry+https://github.com/rust-lang/crates.io-index
utf8parse	0.2.2	Apache-2.0 OR MIT	https://github.com/alacritty/vte	registry+https://github.com/rust-lang/crates.io-index
vcpkg	0.2.15	MIT/Apache-2.0	https://github.com/mcgoo/vcpkg-rs	registry+https://github.com/rust-lang/crates.io-index
version_check	0.9.5	MIT/Apache-2.0	https://github.com/SergioBenitez/version_check	registry+https://github.com/rust-lang/crates.io-index
want	0.3.1	MIT	https://github.com/seanmonstar/want	registry+https://github.com/rust-lang/crates.io-index
wasi	0.11.1+wasi-snapshot-preview1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	https://github.com/bytecodealliance/wasi	registry+https://github.com/rust-lang/crates.io-index
wasip2	1.0.3+wasi-0.2.9	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	https://github.com/bytecodealliance/wasi-rs	registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen	0.2.118	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen	registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-futures	0.4.68	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/futures	registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-macro	0.2.118	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro	registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-macro-support	0.2.118	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/macro-support	registry+https://github.com/rust-lang/crates.io-index
wasm-bindgen-shared	0.2.118	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/shared	registry+https://github.com/rust-lang/crates.io-index
web-sys	0.3.95	MIT OR Apache-2.0	https://github.com/wasm-bindgen/wasm-bindgen/tree/master/crates/web-sys	registry+https://github.com/rust-lang/crates.io-index
web-time	1.1.0	MIT OR Apache-2.0	https://github.com/daxpedda/web-time	registry+https://github.com/rust-lang/crates.io-index
webpki-roots	0.26.11	CDLA-Permissive-2.0	https://github.com/rustls/webpki-roots	registry+https://github.com/rust-lang/crates.io-index
webpki-roots	1.0.7	CDLA-Permissive-2.0	https://github.com/rustls/webpki-roots	registry+https://github.com/rust-lang/crates.io-index
windows-core	0.62.2	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-implement	0.60.2	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-interface	0.59.3	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-link	0.2.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-registry	0.6.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-result	0.4.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-strings	0.5.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-sys	0.52.0	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-sys	0.60.2	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-sys	0.61.2	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-targets	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows-targets	0.53.5	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_gnullvm	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_gnullvm	0.53.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_msvc	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_aarch64_msvc	0.53.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnu	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnu	0.53.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnullvm	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_i686_gnullvm	0.53.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_i686_msvc	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_i686_msvc	0.53.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnu	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnu	0.53.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnullvm	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_gnullvm	0.53.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_msvc	0.52.6	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
windows_x86_64_msvc	0.53.1	MIT OR Apache-2.0	https://github.com/microsoft/windows-rs	registry+https://github.com/rust-lang/crates.io-index
winnow	1.0.2	MIT	https://github.com/winnow-rs/winnow	registry+https://github.com/rust-lang/crates.io-index
wit-bindgen	0.57.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	https://github.com/bytecodealliance/wit-bindgen	registry+https://github.com/rust-lang/crates.io-index
writeable	0.6.3	Unicode-3.0	https://github.com/unicode-org/icu4x	registry+https://github.com/rust-lang/crates.io-index
x509-parser	0.18.1	MIT OR Apache-2.0	https://github.com/rusticata/x509-parser.git	registry+https://github.com/rust-lang/crates.io-index
xgboost_lib-sys	3.0.4	MIT	https://github.com/marcomq/rust-xgboost	registry+https://github.com/rust-lang/crates.io-index
yasna	0.5.2	MIT OR Apache-2.0	https://github.com/qnighy/yasna.rs	registry+https://github.com/rust-lang/crates.io-index
yoke	0.8.2	Unicode-3.0	https://github.com/unicode-org/icu4x	registry+https://github.com/rust-lang/crates.io-index
yoke-derive	0.8.2	Unicode-3.0	https://github.com/unicode-org/icu4x	registry+https://github.com/rust-lang/crates.io-index
zerocopy	0.8.48	BSD-2-Clause OR Apache-2.0 OR MIT	https://github.com/google/zerocopy	registry+https://github.com/rust-lang/crates.io-index
zerocopy-derive	0.8.48	BSD-2-Clause OR Apache-2.0 OR MIT	https://github.com/google/zerocopy	registry+https://github.com/rust-lang/crates.io-index
zerofrom	0.1.7	Unicode-3.0	https://github.com/unicode-org/icu4x	registry+https://github.com/rust-lang/crates.io-index
zerofrom-derive	0.1.7	Unicode-3.0	https://github.com/unicode-org/icu4x	registry+https://github.com/rust-lang/crates.io-index
zeroize	1.8.2	Apache-2.0 OR MIT	https://github.com/RustCrypto/utils	registry+https://github.com/rust-lang/crates.io-index
zerotrie	0.2.4	Unicode-3.0	https://github.com/unicode-org/icu4x	registry+https://github.com/rust-lang/crates.io-index
zerovec	0.11.6	Unicode-3.0	https://github.com/unicode-org/icu4x	registry+https://github.com/rust-lang/crates.io-index
zerovec-derive	0.11.3	Unicode-3.0	https://github.com/unicode-org/icu4x	registry+https://github.com/rust-lang/crates.io-index
zip	0.6.6	MIT	https://github.com/zip-rs/zip.git	registry+https://github.com/rust-lang/crates.io-index
zmij	1.0.21	MIT	https://github.com/dtolnay/zmij	registry+https://github.com/rust-lang/crates.io-index
zstd	0.11.2+zstd.1.5.2	MIT	https://github.com/gyscos/zstd-rs	registry+https://github.com/rust-lang/crates.io-index
zstd	0.13.3	MIT	https://github.com/gyscos/zstd-rs	registry+https://github.com/rust-lang/crates.io-index
zstd-safe	5.0.2+zstd.1.5.2	MIT/Apache-2.0	https://github.com/gyscos/zstd-rs	registry+https://github.com/rust-lang/crates.io-index
zstd-safe	7.2.4	MIT OR Apache-2.0	https://github.com/gyscos/zstd-rs	registry+https://github.com/rust-lang/crates.io-index
zstd-sys	2.0.16+zstd.1.5.7	MIT/Apache-2.0	https://github.com/gyscos/zstd-rs	registry+https://github.com/rust-lang/crates.io-index
